Frequency (Hz)	|	Gain (dB)
812.000000	|	-8.401942
813.000000	|	-8.399967
814.000000	|	-8.383903
815.000000	|	-8.367833
816.000000	|	-8.303553
817.000000	|	-7.789211
818.000000	|	-7.294686
819.000000	|	-6.807524
820.000000	|	-6.578667
821.000000	|	-6.471601
822.000000	|	-6.461549
823.000000	|	-6.461410
824.000000	|	-6.461132
825.000000	|	-6.460994
826.000000	|	-6.457553
827.000000	|	-6.457553
828.000000	|	-6.457553
829.000000	|	-6.457553
830.000000	|	-6.457553
831.000000	|	-6.457553
832.000000	|	-6.457553
833.000000	|	-6.457553
834.000000	|	-6.457553
835.000000	|	-6.457555
836.000000	|	-6.457557
837.000000	|	-6.457564
838.000000	|	-6.459585
839.000000	|	-6.467669
840.000000	|	-6.500003
841.000000	|	-6.532337
842.000000	|	-6.661674
843.000000	|	-6.790996
844.000000	|	-7.049642
845.000000	|	-7.050616
846.000000	|	-7.052566
847.000000	|	-7.052687
848.000000	|	-7.052688
849.000000	|	-7.052688
850.000000	|	-7.052688
851.000000	|	-7.052688
852.000000	|	-7.052688
853.000000	|	-7.052688
854.000000	|	-7.052688
855.000000	|	-7.052688
856.000000	|	-7.052688
857.000000	|	-7.052688
858.000000	|	-7.052688
859.000000	|	-7.052142
860.000000	|	-7.049952
861.000000	|	-7.047762
862.000000	|	-7.038995
863.000000	|	-7.030226
864.000000	|	-6.995148
865.000000	|	-6.960069
866.000000	|	-6.819737
867.000000	|	-6.703452
868.000000	|	-6.674381
869.000000	|	-6.659846
870.000000	|	-6.659846
871.000000	|	-6.659846
872.000000	|	-6.659846
873.000000	|	-6.659846
874.000000	|	-6.659846
875.000000	|	-6.659846
876.000000	|	-6.659846
877.000000	|	-6.659846
878.000000	|	-6.659846
879.000000	|	-6.659848
880.000000	|	-6.659877
881.000000	|	-6.660110
882.000000	|	-6.661041
883.000000	|	-6.690846
884.000000	|	-6.929183
885.000000	|	-6.944074
886.000000	|	-6.945004
887.000000	|	-6.945062
888.000000	|	-6.945063
889.000000	|	-6.945064
890.000000	|	-6.945064
891.000000	|	-6.945064
892.000000	|	-6.945064
893.000000	|	-6.945064
894.000000	|	-6.945064
895.000000	|	-6.945064
896.000000	|	-6.945064
897.000000	|	-6.945065
898.000000	|	-6.945065
899.000000	|	-6.945066
900.000000	|	-6.945103
901.000000	|	-6.945121
902.000000	|	-6.945194
903.000000	|	-6.945340
904.000000	|	-6.945926
905.000000	|	-6.946513
906.000000	|	-6.947685
907.000000	|	-6.952373
908.000000	|	-6.989885
909.000000	|	-7.251341
910.000000	|	-7.346795
911.000000	|	-7.442249
912.000000	|	-7.449232
913.000000	|	-7.456214
914.000000	|	-7.457087
915.000000	|	-7.457087
916.000000	|	-7.457087
917.000000	|	-7.457087
918.000000	|	-7.457087
919.000000	|	-7.457087
920.000000	|	-7.457087
921.000000	|	-7.457087
922.000000	|	-7.457087
923.000000	|	-7.457087
924.000000	|	-7.457087
925.000000	|	-7.457083
